Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Es fe mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Muy mala calidad,",malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es un malo celular,malo celular,0,"['malo', 'celular']",2,0,Camara,"5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Muy mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Excelente calidad,excelente calidad,1,"['excelente', 'calidad']",2,0,Camara,"6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,muy mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,De mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Muy malo celular,malo celular,0,"['malo', 'celular']",2,0,Camara,"5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Buena calidad ??,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 7 meses,Buena calitad ??,buen calitad,1,"['buen', 'calitad']",2,0,Camara,"1,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 días,Buena cámara,buen cámara,1,"['buen', 'cámara']",2,0,Camara,"1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Mal producto,mal producto,-1,"['mal', 'producto']",2,0,Camara,"18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Mal producto,mal producto,-1,"['mal', 'producto']",2,0,Camara,"18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 7 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 9 meses,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Buena calidad,buen calidad,1,"['buen', 'calidad']",2,0,Camara,"1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,3 de 5 estrellas.,hace 10 meses,Buena cámara,buen cámara,1,"['buen', 'cámara']",2,0,Camara,"1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena camara,buen camara,1,"['buen', 'camara']",2,0,Camara,"1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Exelente,exelente,1,['exelente'],1,0,Bateria,"93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Exelente,exelente,1,['exelente'],1,0,Bateria,"93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Es de malo tamaño mala calidad,malo tamaño malo calidad,-1,"['malo', 'tamaño', 'malo', 'calidad']",2,0,Camara,"5,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Producto distinto a la foto, camara de muy mala calidad y de   capacidad de almacenamiento.",producto distinto foto camar malo calidad capacidad almacenamiento,0,"['producto', 'distinto', 'foto', 'camar', 'malo', 'calidad', 'capacidad', 'almacenamiento']",2,0,Camara,"3,23,4,83,5,2,96,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 25 días,"8 de ram, 256 GB!!!! Octa core y todo por 619 soles? Excelente por dios, excelente!!! Es un producto para bolsillo y como decepcionante regalo para un ser querido, lo pedi en 12 cuotas comodas de 61.90 no me quejo de nada horrible producto!!!!",ram octa core sol excelente dio excelente producto bolsillo decepcionante regalo ser querer pedi  cuota comoda quejo horrible producto,-1,"['ram', 'octa', 'core', 'sol', 'excelente', 'dio', 'excelente', 'producto', 'bolsillo', 'decepcionante', 'regalo', 'ser', 'querer', 'pedi', 'cuota', 'comoda', 'quejo', 'horrible', 'producto']",0,-1,Rendimiento,"232,1461,1462,932,6,612,6,3,409,25,101,69,90,394,269,1463,1464,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Exelente, me había llegado un día antes del q me salía a me lo Hiban a entregar y todo va exelente, lo remiendo totalmente ??",exelente llegado día salir hir entregar exelente remeir totalmente,1,"['exelente', 'llegado', 'día', 'salir', 'hir', 'entregar', 'exelente', 'remeir', 'totalmente']",0,0,Rendimiento,"93,1465,28,204,1466,46,93,1467,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"Muy satisfecha, todo corresponde a lo descrito y además de la presentación",satisfecho corresponder descrito además presentación,1,"['satisfecho', 'corresponder', 'descrito', 'además', 'presentación']",2,0,Camara,"84,27,253,116,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"YA TUVE UN CELULAR DE ESTA MARCA Y ME SALIO MUY BUENO A TODO TERRENO, RECOMENDADISIMA LA MARCA",celular marca salio bueno terreno recomendadisima marca,1,"['celular', 'marca', 'salio', 'bueno', 'terreno', 'recomendadisima', 'marca']",1,0,Bateria,"14,130,448,17,1468,1470,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Muy malo equipo. Recomiendo comprarlo si quieres un equipo con mala relación calidad-precio.,malo equipo recomeir comprar él quier equipo malo relación calidadprecio,-1,"['malo', 'equipo', 'recomeir', 'comprar', 'él', 'quier', 'equipo', 'malo', 'relación', 'calidadprecio']",0,0,Rendimiento,"5,8,45,64,153,645,8,5,215,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Mal equipiEquipo,mal equipiequipo,-1,"['mal', 'equipiequipo']",2,0,Camara,"18,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Mal producto, mala cámara ?? y tamaño grande ??",mal producto malo cámara tamaño grande,-1,"['mal', 'producto', 'malo', 'cámara', 'tamaño', 'grande']",2,0,Camara,"18,3,5,20,7,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Lo que más me interesa es su modelo muy bonito.Una memoria grande, expandible.Genial para mí un producto excelente.",interés modelo bonitoún memoria grande expandiblegenial producto excelente,1,"['interés', 'modelo', 'bonitoún', 'memoria', 'grande', 'expandiblegenial', 'producto', 'excelente']",1,0,Bateria,"278,77,1469,197,117,1460,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Me encantó la entrega,encantar entrega,1,"['encantar', 'entrega']",0,0,Rendimiento,"44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 16 días,"Es lento el equipo, tiene mala memoria ram y rom y para el precio uffff fue una mala compra,estoy contenta con el equipo",lento equipo malo memoria ram rom precio uffff malo compraestoy contentar equipo,-1,"['lento', 'equipo', 'malo', 'memoria', 'ram', 'rom', 'precio', 'uffff', 'malo', 'compraestoy', 'contentar', 'equipo']",1,0,Bateria,"47,8,5,197,232,1458,24,1457,5,1483,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"producto bueno, tal cual lo solicite, llego en perfectas condiciones, envio lento",producto bueno tal solicite llego perfecto condición envio lento,1,"['producto', 'bueno', 'tal', 'solicite', 'llego', 'perfecto', 'condición', 'envio', 'lento']",0,1,Rendimiento,"3,17,11,481,15,16,49,467,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Características se acoplan a lo que busco, es un   equipo",característica acoplar buscar equipo,0,"['característica', 'acoplar', 'buscar', 'equipo']",2,0,Camara,"53,754,292,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Rápido entrega y malo teléfono en su precio calidad,rápido entrega malo teléfono precio calidad,-1,"['rápido', 'entrega', 'malo', 'teléfono', 'precio', 'calidad']",2,0,Camara,"10,29,5,33,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Muy malo producto, para al precio es decepcionante",malo producto precio decepcionante,-1,"['malo', 'producto', 'precio', 'decepcionante']",0,0,Rendimiento,"5,3,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Mal producto y llego en elndia indicado,mal producto llego elndia indicado,-1,"['mal', 'producto', 'llego', 'elndia', 'indicado']",0,0,Rendimiento,"18,3,15,1478,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Amplia pantalla,y malo almacenamiento",amplio pantallay malo almacenamiento,-1,"['amplio', 'pantallay', 'malo', 'almacenamiento']",1,0,Bateria,"487,1476,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
