Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es el indicado, es igual a la foto y mucho mejor mi producto comprado es el mejor",tamaño indicado igual foto mejor producto comprado mejor,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es de buena calidad, tal cual sale en la foto... Ni hablar de la nitides de la fotos",buen calidad tal salir foto hablar nitid foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Producto original, es tal cual a la foto, cumplió totalmente mis expectativas.",producto original tal foto cumplir totalmente expectativa,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad y es versátil su tamaño y si es de mi agrado,buen calidad versátil tamaño agrado,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Si es muy buena calidad y es igual al de la foto muy bonito,buen calidad igual foto bonito,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"me pareció genial, es igual al de la foto literal todo",parecer genial igual foto literal,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Calidad adecuada. Tamaño a mi gusto. Color a mi gusto.,calidad adecuado tamaño gusto color gusto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Tal cual como se veía en la web, excelente producto",tal ver web excelente producto,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es igual a la foto y está todo de buena calidad,igual foto buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,es de buena calidad e igual al modelo elegido,buen calidad igual modelo elegido,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El tamaño corresponde  las fotos son reales,tamaño corresponder foto real,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es muy buena e igual a la foto me encanto,buen igual foto encanto,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Muy birn producto como se vé en la foto,birn producto foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto y de buena calidad,igual foto buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Superó mis espectativasBuen modelo,superar espectativasbuen modelo,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual a la foto exelente calidad..,igual foto exelente calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Esta bien el tamaño y buen equipo,bien tamaño buen equipo,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si, muy contento con el producto.",contento producto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es tal cual la descripción,tal descripción,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"A casi un mes de uso el teléfono supera mis expectativas en rendimiento de la batería, rapidez de navegación. Sistema operativo novedoso.",casi mes uso teléfono superar expectativa rendimiento bateer rapidez navegación sistema operativo novedoso,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si todo muy buen marketing,buen marketing,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto,igual foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tamaño corresponde,tamaño corresponder,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy bueno todo !,bueno,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Si buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual a la foto,igual foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es muy rápido,rápido,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si todo ok,,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente,excelente,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Buena,buen,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Totalmente sellado, llego muy rápido hasta chiclayo",totalmente sellado llego rápido chiclayo,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Verídico, recojo súper rápido y accesible.",verídico recojo súper rápido accesible,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Buen producto, sin fallos, el color morado es muy suave casi blanco.",buen producto fallo color morado suave casi blanco,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"El equipo es bueno de acuerdo a sus especificaciones, en cuanto al precio quizas deberia considerarse darle un descuento mayo pues este movil es del año 2019",equipo bueno acuerdo especificación cuanto precio quiza deberio considerar él dar él descuento mayo pues movil año,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La compra en tienda fue rápida, el promotor de apple súper amable y el producto ni que decir ya todos conocen la calidad que ofrece la marca.",compra tienda rápido promotor apple súper amable producto decir conocer calidad ofrecer marca,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es el esperado, si es igual al de la foto, tiene buena calidad y sobre todo llega selladito, bien cuidado y la entrega es puntual",tamaño esperado igual foto buen calidad llegar selladito bien cuidado entrega puntual,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Lo máximo, funciona bien hasta el momento. Lo único malo fue que me cancelaron el primer pedido y tuve que volver a pedir uno nuevo.",máximo funcionar bien momento único malo cancelar primero pedido volver pedir nuevo,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Todo bien, llegó en el tiempo estipulado, el equipo es buenísimo, lo recomiendo.",bien llegar tiempo estipulado equipo buenísimo recomeir,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Muy buena compra y todo llega en buen estado,buen compra llegar buen,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si corresponde tamaño , color y modelo",corresponder tamaño color modelo,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Como siempre los productos Apple tienen consigo la mas alta eficiencia y calidad dentro y fuera del produco, gracias por hacer el despacho muy rapido y aun mas con una entrega sin contacto y tecnologica",siempre producto apple él mas alto eficiencia calidad dentro producoir gracias hacer despacho rapido aun mas entregar contacto tecnologico,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Igual que la foto y buena calidad,igual foto buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Original, tal cual a la foto",original tal foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Bien!Es igual a la foto ??,bien igual foto,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Exelente muy buena camara,exelente buen camar,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,exelente xD,exelente,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 6 meses,Pésimo,pésimo,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Buena,buen,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,buena,buen,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,2 de 5 estrellas.,hace un año,Si lo usas para solo llamar está bien pero si ves videos más de una hora  o juegas calienta como hervidor,usa solo llamar bien v video hora juega calentar hervidor,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,1 de 5 estrellas.,hace un año,el producto fue entregado con fallas y 2 meses que no resuelven mi caso,producto entregado falla mes resolver caso,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 días,"Tal cual al producto ofrecido, sin inconvenientes hasta ahora",tal producto ofrecido inconveniente ahora,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Todo ok sin ningún  problema..me encanto,ninguno problemame encanto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 5 meses,"aparentemente todo bien , no reconoce el cargador y cuando fui a tienda, al siguiente dia de la compra no me lo quisieron cambiar por otro , ingreso a servicio tecnico , a ver con que salen ahora",aparentemente bien reconocer cargador tiendar siguiente diar compra querer cambiar ingreso servicio tecnico ver salir ahora,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El celular es completamente original, viene sellado y cuenta con la garantía de Apple. Viene tal cual en la descripción en cuanto a color y capacidad de memoria, y es vendido directamente por Falabella lo cual da mucha más confianza. Súper recomendado.",celular completamente original venir sellado cuenta garantir apple venir tal descripción cuanto color capacidad memorio vendido directamente falabella mucho confianza súper recomendado,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,1 de 5 estrellas.,hace un año,"PesimaPesimo, compre el producto vino incompleto, hice reclamoPaso 1 mes y nada de solución, fui de manera fisica y virtual y dieron mala atención",pesimapesimo comprar producto vino incompleto hacer reclamopaso mes solución manera fisico virtual dar malo atención,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"De acuerdo a la descripción del teléfono, cumple con las expectativas esperadas. Solo me queda esperar que su rendimiento sea el adecuado.",acuerdo descripción teléfono cumplir expectativa esperado solo quedar esperar rendimiento adecuado,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Todo bien con el equipo, más bien debería corregir en el sitio web que permita registrar a otra persona para que pueda recogerlo.",bien equipo bien deber corregir sitio web permitir registrar persona poder recoger él,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Cumplió mis expectativas de calidad. Es tal cual lo mencionado en web y estoy muy contenta con mi compra. Lo recomiendo al 100%,cumplir expectativa calidad tal mencionado web contentar compra recomeir,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Si todo lo correspondiente La descripción del producto sin los que he podido evaluar y quedar fastisfecho con ello,correspondiente descripción producto podido evaluar quedar fastisfecho él,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 9 meses,"Muy buena la atencion, aun no lo he abierto, pero el tramite de compra y entrega me pareció genial.",buen atencion aun abierto tramite compra entrego parecer genial,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Me gusto mucho lo malo es que al cargar se recalienta mucho y deja de cargar por ese motivo,gusto malo cargar recaliento deja cargar motivo,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me encantó su autonomía y la calidad del producto, es tal cual la descripción en la página",encantar autonomía calidad producto tal descripción págín,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Bueno mi experiencia fue muy buena Es igual q la foto y si es de buena calidad,bueno experiencia buen igual foto buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es exactamente igual a la foto, excelente calidad y el tamaño corresponde.",exactamente igual foto excelente calidad tamaño corresponder,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El tamaño es igual a la foto y de buena calidad con respecto al equipo,tamaño igual foto buen calidad respecto equipo,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buena compra,al adquiri en cyber wow y el precio estaba bueno",buen compraal adquiri cyber wow precio bueno,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El tamaño es.el correcto y las fotos son de muy buena calidad,tamaño esel correcto foto buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Llegó sellado y los accesorios idénticos a los de la foto,llegar sellado accesorio idéntico foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"increible, excelente la atencion en el mismo fallabela",increible excelente atencion mismo fallabela,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buen equipo, todo original, muy bien empacado",buen equipo original bien empacado,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy buena calidad me llegó en buenas condiciones,buen calidad llegar buena condición,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Tal cual lo que pedí y lo mejor entregado rápido,tal pedir mejor entregar rápido,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tal cual a la foto tamaño calidad y precio ????,tal foto tamaño calidad precio,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente producto. Llego en buenas condiciones,excelente producto llego buena condición,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si el tamaño es igual a la fotoBuen calidad,tamaño igual fotobuar calidad,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,todo bien solo que se calienta un poco,bien solo calienta,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"BUEN TELEFONO, BUENAS CARACTERISTICAS",buen telefono buena caracteristica,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Buena calidad, satisfecho con el producto",buen calidad satisfecho producto,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,El producto me llegó tal cual la imagen,producto llegar tal imagen,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,es tal cual como esperababuen producto,tal esperababuar producto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Llego conforme lo indicado y todo bien,llego conforme indicado bien,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy recomendado aún a puertas del 2023,recomendado aún puerta,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Super liviano, elegante, muy bonito.",super liviano elegante bonito,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Llego en una caja sellada, confiable",llego cajo sellado confiable,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si todo bien igualPero decia chuno,bien igualpero deciar chuno,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Un color muy bonito e inusual,color bonito inusual,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Esta excelente super me gusta,excelente super gusta,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,cumplió mis expectativas,cumplir expectativa,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,Me encanto está oferta,encanto oferta,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es idéntico a la foto,idéntico foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,El color me gusta.,color gusta,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto,igual foto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Marca De garantía,marca garantir,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,De buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,camara increible,camar increible,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Full tecnología,full tecnología,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Buena atención,buen atención,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Buena calidad!,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 5 meses,La batería recalienta demasiado y el rendimiento a disminuido mucho a pesar que compre cargador original,batería recalientar demasiado rendimiento disminuido pesar compre cargador original,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Todo perfecto,perfecto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Buena calidad,buen calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Muy bonito,bonito,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Todo bien,bien,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy bueno,bueno,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Bkn,bkn,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Cuánto es la batería y si se puedo pagar con coutas sin intereses?,cuánto bateer poder pagar couta interés,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es un celular caro pero vale 100% la pena.La batería dura demasiado, carga rápido, en los juegos va súper rápido y sin lag.Lo fui a recoger en tienda y llego en excelentes condiciones.",celular caro valer penal batería duro demasiado carga rápido juego súper rápido laglo recoger tienda llego excelente condición,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Esta super solo q calienta un poco,super solo calienta,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El Iphone está lindo y sin ningún detalle. La entrega fue rápida sin problemas.,iphonar lindo ninguno detalle entrega rápido problema,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,Por el momento va bien .. aunque son muchas horas para poder cargarlo,momento bien aunque mucho hora poder cargar él,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo es conforme De muy buena calidad¡Hola! ¿Me puedes ayudar?,conforme buen calidadhola poder ayudar,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"Buena calidad, pero viene en otro idioma",buen calidad venir idioma,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Esta sigue siendo una excelente compra aún en pleno 2023, sigue siendo rápido y potente. Si el uso que le vas a dar es meramente redes sociales, grabaciones ocasionales, ediciones, juegos ocasionales, etc. Es el equipo perfecto. Vengo usando iPhone desde hace ya 7 años y son aparatos confiables, durables y super rendidores.",seguir ser excelente compra aún pleno seguir ser rápido potente uso vas dar meramente red social grabación ocasional edición juegos ocasionales etc equipo perfecto venir usar iphone hacer año aparato confiable durabl super rendidor,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Me encanto el color,encanto color,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Excelente calidad,excelente calidad,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Está hermoso,hermoso,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Exelente,exelente,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,Buena,buen,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente caja en buenas condiciones, es un Apple siempre nos da calidad, envío rápido y el obsequio fue bueno todo satisfecho",excelente cajar buena condición apple siempre calidad envío rápido obsequio bueno satisfecho,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El equipo celular me lo entregaron súper rápido al día siguiente de hacer la compra por la web de Falabella, el equipo se me entregó en una caja totalmente sellado y nuevo y con un case de regalo tal cual la foto, excelente la calidad del iPhone como nos tiene acostumbrado Apple",equipo celular entregar súper rápido día siguiente hacer compra web falabella equipo entregar caja totalmente sellado nuevo case regalo tal foto excelente calidad iphone acostumbrado apple,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Producto en buen estado, excelente calidad, llegó muy rápido",producto buen excelente calidad llegar rápido,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Definitivamente cumple mis expectativas es un  producto original, las características fueron tal cual me mencionaron, el producto me llego en 2 días y bien protegido para que no se dañe en la entrega,  estoy conforme con mi compra, lo recomiendo!",definitivamente cumplir expectativa producto original característica tal mencionar producto llego día bien protegido dañe entrega conforme compra recomeir,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Última tecnología, me encanta",último tecnología encanto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es tal cual como lo esperaba, el color es idéntico al de la foto, me lo entregaron muy bien empaquetado, el equipo está totalmente nuevo y en correcto funcionamiento, la calidad es excelente",tamaño tal esperar color idéntico foto entregar bien empaquetar equipo totalmente nuevo correcto funcionamiento calidad excelente,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,"cumple con las expectativas, la compra fue rápida y llegó en la fecha prometida, pero no me gustó que lo dejaran en la recepción de mi edificio sin pedir el DNI sabiendo que es un producto delicado",cumplir expectativa compra rápido llegar fecha prometido gustar dejar recepción edificio pedir dni saber producto delicado,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"La calidad del producto es buena, la oferta del precio no me hizo pensar dos veces, sobre todo porque he realizado mis compras en Falabella.com y no he tenido inconvenientes con el producto",calidad producto buen oferta precio hacer pensar dos vez realizado compra falabellacom inconveniente producto,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Bueno, el iPhone es original, sellado y nuevo, me encantó, si compran con case pues revisen bien si el envío llega el mismo día o es para recoger, estoy feliz con mi compra",bueno iphone original sellado nuevo encantar comprar case pues revisen bien envío llegar mismo día recoger feliz compra,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy elegante, y precisa para el tamaño de mis manos, muy buena mejora de cámara comparada a mi iPhone anterior, y con las funcionalidades que siempre me han gustado",elegante preciso tamaño mano buen mejora cámaro comparado iphone anterior funcionalidad siempre gustado,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es tal cual quería idéntico al que muestran en la web, el móvil es de excelente calidad me encuentro satisfecho con todas las características del equipo.",tamaño tal querer idéntico mostrar web móvil excelente calidad encuentro satisfecho todo característica equipo,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 11 meses,"Mala, No tiene cargador completo",malo cargador completo,NEG
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"La entrega rápida, el equipo genial, me perdi la promo del case adicional gratis por qué no aceptaba mi compra incluyendo el case con las cuotas sin intereses",entrega rápido equipo genial perdi promo case adicional gratis aceptar compra incluir case cuota interés,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 años,Buen día. Viene con cargador?,buen día venir cargador,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Es igual a la fotografía, me llego muy bien empaquetado y seguro, ademas llego a tiempo como lo señalan en la pagina, hasta ahora ninguna falla, genial.",igual fotografía llego bien empaquetado seguro adema llego tiempo señalar pagina ahora ninguno falla genial,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es el color que pedí, todo igual a la referencia que da la página, me llegó ese mismo día y el courier estuvo en contacto conmigo en todo momento.",color pedir igual referencia págín llegar mismo día courier contacto conmigo momento,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Tiene buen acabado; la pantalla es super sensible al tacto; buen audio, aun lo estoy probando pero hasta ahora estoy contenta con el equipo.",buen acabado pantalla super sensible tacto buen audio aun probar ahora contentar equipo,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me llegó en una caja sellada , todo sellado , muy bonito el celular , confío en que es producto nuevo porque viene su garantía de 1 año :)",llegar caja sellado sellado bonito celular confiar producto nuevo venir garantía año,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 6 meses,"Me lo imaginaba mas delgado,  el zoom de las fotos es malo, y tengo que ver tutoriales cada cierto tiempo para entender mejor el celular",imaginar mas delgado zoom foto malo ver tutorial cada cierto tiempo entender mejor celular,NEU
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Si estoy muy contento con el producto, tal como estaba en las especificaciones, muy bueno lo recomiendo y es de garantía por la marca",contento producto tal especificación bueno recomeir garantía marca,POS
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"El iPhone está perfecto, todo excelente. La entrega fue rápida y sin ningún inconveniente. 100% recomendado comprar por este medio.",iphonar perfecto excelente entrega rápido ninguno inconveniente recomendado comprar medio,POS
