Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,El producto llegó sellado y en buen estado,producto llegar sellado buen,NEU,"['producto', 'llegar', 'sellado', 'buen']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El producto es tal y como se ve en la foto,producto tal foto,NEU,"['producto', 'tal', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto Si es de buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,Bueno pero se píxelea en los acercamientos,bueno píxelear acercamiento,NEU,"['bueno', 'píxelear', 'acercamiento']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me llegó en el tiempo esperado, muy bonito",llegar tiempo esperado bonito,POS,"['llegar', 'tiempo', 'esperado', 'bonito']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Es de buena calidad y mejor que en la foto,buen calidad mejor foto,POS,"['buen', 'calidad', 'mejor', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Es igual a la foto, llego lo que indicaba",igual foto llego indicar,NEU,"['igual', 'foto', 'llego', 'indicar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Muy buen producto! Funciona perfectamente,buen producto funcionar perfectamente,POS,"['buen', 'producto', 'funcionar', 'perfectamente']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Hasta el momento todo OK con el producto.,momento producto,NEU,"['momento', 'producto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Muy buena experiencia llego el dia exacto,buen experiencia llego diar exacto,POS,"['buen', 'experiencia', 'llego', 'diar', 'exacto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Original,como todo lo que vende falabella",originalcomo vender falabella,NEU,"['originalcomo', 'vender', 'falabella']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El tamñano corresponde y es buena calidad,tamñano corresponder buen calidad,NEU,"['tamñano', 'corresponder', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Buena calidad para ser un celular antiguo,buen calidad ser celular antiguo,NEU,"['buen', 'calidad', 'ser', 'celular', 'antiguo']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Yo lo uso hace muchos años y es el mejir,uso hacer año mejir,NEU,"['uso', 'hacer', 'año', 'mejir']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Es igual a la foto y es de buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Tal cual la foto, la cámara no tan buena",tal foto cámar tanto buen,NEU,"['tal', 'foto', 'cámar', 'buen']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,La información coincide con el producto.,información coincidir producto,NEU,"['información', 'coincidir', 'producto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Llegó muy rápido, contento con mi compra",llegar rápido contento compra,POS,"['llegar', 'rápido', 'contento', 'compra']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"UN EXECELENTE PRODUCTO, CON BUENA CAMARA",execelente producto buen camara,POS,"['execelente', 'producto', 'buen', 'camara']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen equipo, buena calidad con la cámara",buen equipo buen calidad cámaro,POS,"['buen', 'equipo', 'buen', 'calidad', 'cámaro']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Casi Perfecto relación beneficios/precio,casi perfecto relación beneficiosprecio,POS,"['casi', 'perfecto', 'relación', 'beneficiosprecio']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Todo está perfecto, es un celular nuevo.",perfecto celular nuevo,POS,"['perfecto', 'celular', 'nuevo']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad y es igual a la foto,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Todo conforme y en el plazo establecido,conforme plazo establecido,NEU,"['conforme', 'plazo', 'establecido']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Cumplió con mis expectativas me encanto,cumplir expectativa encanto,NEU,"['cumplir', 'expectativa', 'encanto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Estuvo muy bueno  ??Y es buena calidad,bueno buen calidad,POS,"['bueno', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Equipo 100% nuevo con 1 año de garantia,equipo nuevo año garantiar,POS,"['equipo', 'nuevo', 'año', 'garantiar']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Igual a la foto tamaño y buena calidad,igual foto tamaño buen calidad,NEU,"['igual', 'foto', 'tamaño', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,es mismo producto que la foto mostrada,mismo producto foto mostrado,NEU,"['mismo', 'producto', 'foto', 'mostrado']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Me fue bien, completo mis espectativas",bien completo espectativa,POS,"['bien', 'completo', 'espectativa']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El color es blanco como yo lo quería.,color blanco querer,NEU,"['color', 'blanco', 'querer']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente, muy contenta con la compra",excelente contentar compro,POS,"['excelente', 'contentar', 'compro']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 8 meses,"Tamaño perfecto, liviano  me encantó.",tamaño perfecto liviano encantar,POS,"['tamaño', 'perfecto', 'liviano', 'encantar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto y de buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen producto, llegó el día acordado.",buen producto llegar día acordado,POS,"['buen', 'producto', 'llegar', 'día', 'acordado']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,Si es el tamaño y tiene buena calidad,tamaño buen calidad,POS,"['tamaño', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Buena calidad y rapidez en la entrega,buen calidad rapidez entregar,POS,"['buen', 'calidad', 'rapidez', 'entregar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buena calidad , muy buen producto",buen calidad buen producto,POS,"['buen', 'calidad', 'buen', 'producto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Encontré mi color favorito disponible,encontrar color favorito disponible,NEU,"['encontrar', 'color', 'favorito', 'disponible']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,Producto bueno cubre tus expectativas,producto bueno cubrir expectativas,POS,"['producto', 'bueno', 'cubrir', 'expectativas']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Si es tal como esta en la fotografía,tal fotografía,NEU,"['tal', 'fotografía']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,El tamaño y calidad tal cual la doto,tamaño calidad tal doto,NEU,"['tamaño', 'calidad', 'tal', 'doto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Esta todo correcto y de rápido envío,correcto rápido envío,NEU,"['correcto', 'rápido', 'envío']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Buen celular, para iniciar en iPhone",buen celular iniciar iphone,POS,"['buen', 'celular', 'iniciar', 'iphone']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad y funciona bien,buen calidad funcionar bien,POS,"['buen', 'calidad', 'funcionar', 'bien']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Tal cual la foto, un gran producto.",tal foto gran producto,POS,"['tal', 'foto', 'gran', 'producto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es decuerdo cómo está en el anuncio,decuerdir cómo anuncio,NEU,"['decuerdir', 'cómo', 'anuncio']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy buena calidad y bastante rápido,buen calidad bastante rápido,POS,"['buen', 'calidad', 'bastante', 'rápido']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Celular muy bueno, 100% recomendado",celular bueno recomendado,POS,"['celular', 'bueno', 'recomendado']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Correcto el envío, rápido y seguro.",correcto envío rápido seguro,NEU,"['correcto', 'envío', 'rápido', 'seguro']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual al de la foto y buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,El Producto es idéntico a la imagen,producto idéntico imagen,NEU,"['producto', 'idéntico', 'imagen']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,El producto se ve de buena calidad,producto buen calidad,POS,"['producto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente producto, llego a tiempo",excelente producto llego tiempo,POS,"['excelente', 'producto', 'llego', 'tiempo']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Todo corresponde, buena calidad ??",corresponder buen calidad,POS,"['corresponder', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,El producto es igual al de la foto,producto igual foto,NEU,"['producto', 'igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buen precio y calidad, es el mejor",buen precio calidad mejor,POS,"['buen', 'precio', 'calidad', 'mejor']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,Se recalienta demasiado al cargalo,recalientar demasiado cargalo,NEG,"['recalientar', 'demasiado', 'cargalo']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Perfecto, satisfecho con la compra",perfecto satisfecho compra,POS,"['perfecto', 'satisfecho', 'compra']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es igual a la foto y todo correcto,igual foto correcto,NEU,"['igual', 'foto', 'correcto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Medidas exactas a las mencionadas,medida exacto mencionado,NEU,"['medida', 'exacto', 'mencionado']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Buen producto durante estos días.,buen producto día,POS,"['buen', 'producto', 'día']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo bien y la entrega muy rapida,bien entrega rapido,POS,"['bien', 'entrega', 'rapido']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Buena calidad y igual a la foto .,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Viene con su caja y nuevo sellado,venir caja nuevo sellado,NEU,"['venir', 'caja', 'nuevo', 'sellado']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buena camara, es de buena calidad",buen camar buen calidad,POS,"['buen', 'camar', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Llego justo en el tienpo indicado,llego justo tienpo indicado,POS,"['llego', 'justo', 'tienpo', 'indicado']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Entrega rápida y producto genial,entrega rápido producto genial,POS,"['entrega', 'rápido', 'producto', 'genial']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Es igual a la foto ,buena camara",igual foto buen camara,POS,"['igual', 'foto', 'buen', 'camara']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Me encanto, tal como lo esperaba",encanto tal esperar,NEU,"['encanto', 'tal', 'esperar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Buena calidad, tal como la foto.",buen calidad tal foto,POS,"['buen', 'calidad', 'tal', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Perfecto el iPhone 11 me encantó,perfecto iphone encantar,POS,"['perfecto', 'iphone', 'encantar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Excelente producto a buen precio,excelente producto buen precio,POS,"['excelente', 'producto', 'buen', 'precio']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Un regalo por el día de la madre,regalar día madre,POS,"['regalar', 'día', 'madre']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Corresponde al tamaño color todo,corresponder tamaño color,NEU,"['corresponder', 'tamaño', 'color']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad y muy rápido,buen calidad rápido,POS,"['buen', 'calidad', 'rápido']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Entrega rápida y buena calidad.,entrega rápido buen calidad,POS,"['entrega', 'rápido', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es tal cual de buena calidad,tal buen calidad,POS,"['tal', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Buen precio, excelente producto",buen precio excelente producto,POS,"['buen', 'precio', 'excelente', 'producto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Buena, cumple lo que necesitaba",buen cumple necesitar,POS,"['buen', 'cumple', 'necesitar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si cumple con mis expectativas,cumplir expectativa,NEU,"['cumplir', 'expectativa']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Llego en excelente estado ????,llego excelente,NEU,"['llego', 'excelente']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Me lo entregaron ese mismo día,entregar mismo día,NEU,"['entregar', 'mismo', 'día']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Llego rapido, es buena calidad",llego rapido buen calidad,POS,"['llego', 'rapido', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Estuvo genial, muy recomendado",genial recomendado,POS,"['genial', 'recomendado']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tal cual la imagen y muy lindo,tal imagen lindo,NEU,"['tal', 'imagen', 'lindo']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me encanta, llegó súper rápido",encanta llegar súper rápido,NEU,"['encanta', 'llegar', 'súper', 'rápido']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Todo excelente con el producto,excelente producto,POS,"['excelente', 'producto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Todo corresponde a lo descrito,corresponder descrito,NEU,"['corresponder', 'descrito']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,buena batería y funcionamiento,buen batería funcionamiento,POS,"['buen', 'batería', 'funcionamiento']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me encantó, rápido, práctico.",encantar rápido práctico,NEU,"['encantar', 'rápido', 'práctico']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,iPhone 11 color negro de 64gb,iphonir color negro,NEU,"['iphonir', 'color', 'negro']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Asta el momento todo conforme,asta momento conforme,NEU,"['asta', 'momento', 'conforme']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Buena calidad igual a la foto,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me gusto mucho, buena calidad",gusto buen calidad,POS,"['gusto', 'buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Esta todo correcto a la foto,correcto foto,NEU,"['correcto', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Vino en buen estado y rápido,venir buen rápido,POS,"['venir', 'buen', 'rápido']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Ai vamos bienPor el momento,ir bienpor momento,POS,"['ir', 'bienpor', 'momento']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo tal cual lo especifica,tal especificar,NEU,"['tal', 'especificar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Efectividas, Rapidez, etc..",efectivida rapidez etc,NEU,"['efectivida', 'rapidez', 'etc']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,El producto en buen estado,producto buen,NEU,"['producto', 'buen']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Lo recibí tal cuál lo pedi,recibir tal cuál pedi,NEU,"['recibir', 'tal', 'cuál', 'pedi']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Fue una buena experiencia.,buen experiencia,POS,"['buen', 'experiencia']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Mismo producto de la foto,mismo producto foto,NEU,"['mismo', 'producto', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es buena calidadPerfecto,buen calidadperfecto,POS,"['buen', 'calidadperfecto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Camara de fotos muy buena,camarar foto buen,NEU,"['camarar', 'foto', 'buen']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Si es igual a lo que pedí,igual pedir,NEU,"['igual', 'pedir']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es igual a la descripción,igual descripción,NEU,"['igual', 'descripción']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy buena llegó temprano,buen llegar temprano,POS,"['buen', 'llegar', 'temprano']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Tal como como en la foto,tal foto,NEU,"['tal', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Todo ok !! Me encantó =),encantar,NEU,['encantar'],2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo tal cual la foto :),tal foto,NEU,"['tal', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Sí  es de buena calidad.,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,La entrega fue inmediata,entrega inmediato,NEU,"['entrega', 'inmediato']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Cumplo mis expectativas,cumplo expectativas,NEU,"['cumplo', 'expectativas']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,La calidad es muy buena,calidad buen,NEU,"['calidad', 'buen']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de muy buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Justo lo que necesitaba,justo necesitar,NEU,"['justo', 'necesitar']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy buena me gusto todo,buen gusto,NEU,"['buen', 'gusto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,tal cual la descripción,tal descripción,NEU,"['tal', 'descripción']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo bienBuena calidad,bienbuén calidad,POS,"['bienbuén', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Es muy buena la calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Me encantó  es tal cual,encantar tal,POS,"['encantar', 'tal']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,si es de ebuena calidad,ebuenar calidad,NEU,"['ebuenar', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"SI, ES igual a la foto",igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Toma las mejores fotos,tomar mejor foto,NEU,"['tomar', 'mejor', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si , Producto original",producto original,NEU,"['producto', 'original']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo normal y correcto,normal correcto,NEU,"['normal', 'correcto']",0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es igual al de la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,es igual al de la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad ??,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad ??,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual que descrizione,igual descrizionar,NEU,"['igual', 'descrizionar']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,Si es igual a la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es igual a la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 11 meses,Todo tal cual la fotp,tal fotp,NEU,"['tal', 'fotp']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Todo tal cual la foto,tal foto,NEU,"['tal', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Estuvo muy bueno  ??,bueno,NEU,['bueno'],0
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Es como yo lo queria,querio,NEU,['querio'],1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Tal cual perfecto ??,tal perfecto,NEU,"['tal', 'perfecto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,Muy buena lo amo ??,buen amo,NEU,"['buen', 'amo']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual al de la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Increíble el iPhone,increíble iphonar,POS,"['increíble', 'iphonar']",1
Celular Apple Iphone 11 64gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Producto de calidad,producto calidad,NEU,"['producto', 'calidad']",2
